Latitude,Longitude,Altitude (m),Resolution (m),Bearing (degrees)
13.06193,77.825117,902,35.086812,2.949202
13.063575,77.825204,899.5,183.158241,358.057267
13.064695,77.825165,899,124.609943,356.110119
13.065354,77.825119,896,73.446658,353.111588
13.067394,77.824866,896,228.48697,350.908779
13.067881,77.824786,895,54.84084,350.892642
13.068993,77.824603,895,125.227447,351.373787
13.069115,77.824584,895,13.720995,351.020128
13.076179,77.823438,894,795.228167,352.051799
13.080337,77.822842,881,466.833221,332.093533
13.080863,77.822556,881.2,66.185019,321.319594
13.081009,77.822436,881.6,20.796238,316.607612
13.081213,77.822238,881.6,31.216233,302.016927
13.081361,77.821995,881.2,31.040739,295.579377
13.081886,77.820869,881.8,135.20812,293.934979
13.082164,77.820226,881.7,76.194981,284.72142
13.082326,77.819593,880.9,70.886575,277.298102
13.082387,77.819104,879.7,53.395643,272.215867
13.082402,77.818706,879.1,43.139208,263.503904
13.08234,77.818147,878.7,60.935938,257.534814
13.082236,77.817664,878,53.576177,245.266353
13.081663,77.816387,876.4,152.280744,264.138328
13.081643,77.816187,876,21.775708,236.842761
13.081307,77.815659,876,68.310113,236.720048
13.081151,77.815415,876,31.611877,237.368279
13.080793,77.814841,874,73.82228,236.172445
13.080449,77.814314,874,68.710842,236.55779
13.080036,77.813672,876,83.331121,239.619533
13.079626,77.812954,879,90.144814,240.59431
13.078679,77.811229,883.5,214.466489,241.240334
13.077366,77.808773,888,303.443198,245.966067
13.077088,77.808133,886,75.899342,251.953666
13.076982,77.807799,885.8,38.047681,256.881167
13.076824,77.807103,885.4,77.404872,264.902454
13.076765,77.806424,885,73.835468,270.415722
13.076767,77.806141,884.8,30.652932,273.606434
13.076812,77.805408,884,79.549774,279.935659
13.077006,77.804271,882,125.025048,279.840777
13.07719,77.803182,878.5,119.712294,277.57675
13.0773,77.802333,877.5,92.766106,273.236761
13.077326,77.801861,877,51.204548,272.322811
13.077355,77.801127,876,79.565752,268.95807
13.077299,77.797967,874,342.319876,267.292767
13.077261,77.797142,876,89.456564,264.686249
13.077208,77.796557,877.8,63.635527,259.308199
13.077144,77.796209,878.6,38.358232,254.389797
13.077058,77.795893,878.9,35.537161,249.785751
13.07694,77.795564,879.9,37.97331,243.17044
13.076772,77.795223,882,41.389654,240.980314
13.076685,77.795062,882,19.941768,237.180911
13.076391,77.794594,882.3,60.31729,241.180764
13.075854,77.793592,882.3,123.870403,239.091855
13.074704,77.79162,883,248.943914,240.138568
13.074317,77.790928,883,86.426956,239.733321
13.072432,77.787612,885.9,415.852209,240.836618
13.071983,77.786786,886.7,102.45476,238.886262
13.071759,77.786405,887,48.201608,238.52736
13.071149,77.785382,887,129.917267,240.799725
13.070628,77.784425,886,118.746984,241.298589
13.07022,77.78366,885,94.467191,240.878358
13.069673,77.782652,882,124.979933,241.002739
13.067082,77.777853,870,594.307468,236.197336
13.066872,77.777531,869.5,41.972811,231.901375
13.066539,77.777095,869.1,60.011102,223.069465
13.065895,77.776477,867,98.024465,219.392823
13.065551,77.776187,864,49.495846,219.947158
13.064902,77.775629,865,94.132486,219.942874
13.063762,77.774649,864,165.337811,222.678324
13.062583,77.773533,863.9,178.323865,219.980158
13.061089,77.772247,865,216.797625,219.03931
13.059955,77.771303,864,162.343996,220.3585
13.05943,77.770845,864,76.60986,219.640779
13.059323,77.770754,866,15.450569,220.10745
13.058924,77.770409,868,58.008063,220.029461
13.058757,77.770265,868,24.25129,220.009067
13.057774,77.769418,867,142.70579,222.371663
13.057365,77.769035,866.3,61.558455,227.689491
13.057091,77.768726,866,45.261046,231.093076
13.056874,77.76845,866,38.418932,233.528979
13.056465,77.767882,867.9,76.509794,239.379665
13.056401,77.767771,869,13.971761,239.218172
13.056083,77.767223,870.4,69.093331,242.830051
13.055928,77.766913,871,37.744215,247.043964
13.055758,77.766501,871,48.466421,246.378318
13.055686,77.766332,871,19.980317,245.15552
13.054479,77.763656,876.7,319.43023,241.627599
13.054197,77.76312,876.7,65.986698,239.533308
13.053546,77.761984,877,142.765848,239.14575
13.053404,77.76174,877,30.787724,238.381469
13.052935,77.760958,879.8,99.473842,240.275045
13.051545,77.758459,882,311.714597,238.839043
13.050596,77.756848,883,203.932074,238.650591
13.050342,77.75642,883.5,54.287668,234.613196
13.049704,77.755498,880,122.50559,234.640857
13.048936,77.754387,880.6,147.567779,233.803249
13.046552,77.751043,882.6,448.872871,233.314461
13.045549,77.749661,883.4,186.682047,234.380963
13.044597,77.748297,884.1,181.76241,232.966937
13.04336,77.746614,885.1,228.379628,234.550521
13.042287,77.745067,886,205.715097,231.586862
13.041635,77.744223,886,116.683944,233.776457
13.038784,77.740228,882,536.458586,234.917628
13.03785,77.738863,882,180.696008,233.958162
13.037229,77.737987,883,117.360163,233.858439
13.034109,77.733602,877,588.223951,233.748205
13.031455,77.729887,867,499.054578,236.286309
13.03105,77.729264,865.5,81.135777,240.342625
13.030442,77.728168,864,136.630108,239.727444
13.030235,77.727804,864,45.65896,239.761305
13.028872,77.725404,866,300.945984,240.735877
13.028557,77.724827,874,71.652477,240.719421
13.026227,77.720562,874.5,529.722518,240.631089
13.026068,77.720272,874.6,36.049877,240.271915
13.024291,77.717078,875,398.462249,240.263657
13.02279,77.714381,874.5,336.489562,239.188988
13.022367,77.713653,874,91.828605,239.16361
13.019382,77.708521,882,647.520123,238.631767
13.017764,77.705797,882.5,345.627781,239.676857
13.017034,77.704516,880.2,160.775902,242.561676
13.016775,77.704004,878,62.499641,243.102968
13.016518,77.703484,877,63.169239,246.281173
13.016149,77.702622,875.7,102.003504,242.649685
13.015704,77.701739,876.7,107.702166,234.186432
13.015427,77.701345,877.9,52.637745,225.817872
13.01491,77.700799,878.1,82.485715,214.42901
13.014485,77.7005,879,57.294203,215.132933
13.014431,77.700461,879,7.34212,214.294764
13.014291,77.700363,881,18.843178,208.189782
13.013213,77.69977,883,135.999237,208.942249
13.012917,77.699602,883,37.611009,210.791649
13.012487,77.699339,882,55.659933,210.803465
13.011933,77.699,883,71.719514,214.970963
13.011536,77.698715,883,53.871214,218.489616
13.011188,77.698431,883,49.437564,218.459748
13.010728,77.698056,884.3,65.321427,223.905172
13.010481,77.697812,885,38.120156,224.098178
13.010298,77.69763,885.6,28.334901,219.317566
13.010091,77.697456,887,29.751778,219.353949
13.009491,77.696951,886,86.28188,217.246487
13.008626,77.696276,884.5,120.827624,227.763237
13.008373,77.69599,884.2,41.851348,245.42636
13.008328,77.695889,884,12.032271,246.813863
13.008275,77.695762,883,14.968341,254.553367
13.008261,77.69571,883,5.844876,267.949039
13.008223,77.694621,886,118.059433,270.62065
13.008227,77.694242,886,41.063806,274.686429
13.008252,77.693929,891,34.024612,272.368663
13.008268,77.693532,891,43.048316,270.877623
13.008269,77.693465,891.8,7.259725,261.450101
13.008194,77.692953,892,56.0942,259.520696
13.008112,77.692498,893,50.131527,259.23584
13.007974,77.691753,893,82.160103,257.64533
13.007939,77.691589,896,18.189242,257.813735
13.007632,77.69013,901,161.714493,257.559031
13.007609,77.690023,901,11.871317,248.582255
13.007403,77.689484,901,62.728042,244.704297
13.007135,77.688902,903,69.742245,242.625104
13.006241,77.68713,899,216.192414,239.192608
13.005348,77.685593,902,193.880411,238.755037
13.005228,77.68539,902,25.724757,239.585981
13.004926,77.684862,905,66.333144,240.60754
13.004735,77.684514,905,43.273588,239.557114
13.002177,77.680047,908,561.365789,240.543198
13.001269,77.678397,909,205.309365,240.235703
13.000193,77.676466,908,241.009193,240.710404
13.000058,77.676219,907,30.683898,245.865218
12.999294,77.674469,905.3,207.765927,243.696736
12.997037,77.669783,899,566.349971,224.520604
12.996929,77.669674,899,16.843026,246.549137
12.996888,77.669577,899,11.45583,246.326628
12.9968,77.669371,899,24.370122,245.587078
12.996597,77.668912,897,54.614058,245.065903
12.996197,77.668029,895,105.503766,226.437905
12.996058,77.667879,895,22.428074,246.714015
12.995954,77.667631,895,29.252846,246.271474
12.995491,77.66655,895,127.938718,247.946516
12.995461,77.666474,895,8.88441,247.722617
12.995364,77.666231,895,28.452002,248.459622
12.995334,77.666153,895,9.085618,250.682337
12.995251,77.66591,895,27.899087,248.743241
12.995099,77.665509,896.3,46.618919,245.370335
12.99499,77.665265,897,29.082641,248.141697
12.99487,77.664958,901,35.839175,246.917848
12.994821,77.66484,901,13.897566,246.822219
12.994685,77.664514,900.2,38.422374,244.266291
12.994213,77.663509,899,120.877714,243.951857
12.993882,77.662814,899,83.815125,247.737111
12.993738,77.662453,898.3,42.264099,243.097795
12.993033,77.661027,899.8,173.253826,244.307632
12.99265,77.66021,902,98.232245,244.163779
12.992399,77.659678,907,64.042807,244.140398
12.99222,77.659299,907,45.633535,243.293203
12.991167,77.657151,914,260.526862,242.598379
12.990526,77.655882,916.8,154.87125,243.628221
12.989997,77.654787,918,132.423824,244.626658
12.987757,77.64994,919,581.243984,244.961157
12.987112,77.648523,915,169.458361,248.26119
12.986929,77.648052,915,54.940445,246.409008
12.986909,77.648005,915,5.556898,245.034193
12.986625,77.647379,917,74.8187,247.691105
12.985725,77.645128,914,263.63122,254.311707
12.985699,77.645033,914,10.691665,249.028482
12.985327,77.644037,913,115.573791,247.529284
12.984691,77.642459,905.4,185.027148,249.838408
12.984291,77.641341,904,129.044688,251.896573
12.984061,77.640619,902,82.30442,254.363972
12.984037,77.640531,902,9.901392,252.779839
12.983992,77.640382,902,16.902096,248.585523
12.983152,77.638184,893,255.819331,248.997487
12.983048,77.637906,893,32.265539,248.830741
12.982928,77.637588,893,36.94952,249.220881
12.982884,77.637469,892,13.790978,254.887147
12.982879,77.63745,892,2.13245,251.115329
12.98286,77.637393,892,6.527451,252.918385
12.982701,77.636862,892,60.190365,258.939753
12.982601,77.636337,892,57.961695,265.466955
12.982477,77.634732,896,174.451707,263.605049
12.982413,77.634146,897,63.892225,262.582229
12.982362,77.633744,897,43.925391,262.500863
12.98222,77.632637,901,120.981284,250.529819
12.982076,77.632219,902.3,48.038563,238.528773
12.981637,77.631483,900,93.501692,229.188305
12.981568,77.631401,900,11.739199,311.180004
12.98162,77.63134,900,8.781746,264.299214
12.981595,77.631083,900,27.985139,262.821327
12.981507,77.630366,901,78.30295,266.914882
12.981482,77.62989,897.5,51.650928,274.374017
12.981506,77.629568,897.8,34.991606,278.228235
12.981537,77.629348,897.8,24.085615,282.1002
12.98172,77.628472,900,97.073953,281.744535
12.982065,77.626769,898,188.470524,268.500399
12.98206,77.626573,898,21.244432,267.179019
12.982037,77.626094,898,51.963983,263.32999
12.981859,77.624532,897,170.400607,265.390163
12.981804,77.623832,894.9,76.093217,259.696786
12.981773,77.623657,894.8,19.272538,248.512062
12.981656,77.623352,894.8,35.516235,242.748618
12.981524,77.623089,895,32.054737,233.534303
12.981138,77.622553,895.6,72.216373,223.053485
12.980944,77.622367,895.6,29.521437,207.235207
12.980749,77.622264,896,24.386623,201.56316
12.979595,77.621796,898,137.975383,206.394776
12.979165,77.621577,898,53.378382,221.068415
12.979061,77.621484,898,15.338741,232.95019
12.978933,77.62131,898,23.622787,247.85139
12.978862,77.621131,898,20.940635,251.775016
12.978742,77.620757,898.1,42.664745,239.551613
12.978683,77.620654,898.1,12.945917,215.664031
12.978554,77.620559,898,17.655424,204.021654
12.978038,77.620323,899.6,62.81705,191.821496
12.977754,77.620262,899.5,32.263651,178.177654
12.976192,77.620313,903,173.774364,185.856642
12.976002,77.620293,903,21.237891,187.207211
12.975871,77.620276,903,14.682543,281.828473
12.975881,77.620227,903,5.424609,290.056745
12.975918,77.620123,906.1,11.996521,308.287155
12.975968,77.620058,906.5,8.973079,323.73678
12.976057,77.619991,907,12.273657,328.936884
12.976586,77.619664,905.5,68.669366,332.177942
12.977404,77.619221,903,102.846395,331.482058
12.977621,77.6191,903,27.461239,331.582515
12.978019,77.618879,903,50.318841,332.880019
12.979113,77.618304,908,136.674106,331.494647
12.979933,77.617847,902.9,103.758233,326.027096
12.980027,77.617782,902.6,12.603762,307.758052
12.980147,77.617623,903,21.791243,294.993576
12.980291,77.617306,902.8,37.896946,291.700538
12.980526,77.6167,903,70.67072,288.237013
12.980657,77.616292,903.5,46.546219,283.539261
12.980764,77.615836,904,50.821493,286.29258
12.980854,77.61552,900,35.672199,271.695635
12.98086,77.615312,900,22.547372,268.840325
12.980847,77.614653,897,71.419495,242.430303
12.980789,77.614539,903.3,13.934579,214.411398
12.980688,77.614468,905,13.612935,198.798418
12.979729,77.614133,920,112.64458,231.586007
12.979644,77.614023,920,15.211605,255.881588
12.979619,77.613921,920,11.396339,269.028238
12.979617,77.6138,920,13.112708,291.990739
12.979872,77.613152,922,75.722491,292.107651
12.980024,77.612768,912,44.90966,291.317423
12.980286,77.612079,910,80.138665,290.492293
12.980652,77.611074,911,116.251706,288.001732
12.980924,77.610215,910,97.866344,283.323412
12.980951,77.610098,910,13.027989,198.769937
12.98067,77.61,915,33.000814,199.116063
12.978179,77.609114,920,293.151614,199.300004
12.978115,77.609091,920,7.540229,196.826231
12.978057,77.609073,920,6.737769,199.53994
12.977258,77.608782,922,94.274109,198.81217
12.977135,77.608739,922,14.44882,286.225779
12.977154,77.608672,922,7.560951,288.500898
12.977468,77.607709,920,110.032323,289.779229
12.977509,77.607592,925,13.472334,289.827324
12.977548,77.607481,923,12.785307,288.257678
12.977819,77.606638,936,96.185237,289.842797
12.977851,77.606547,936,10.482657,288.858901
12.97808,77.605859,936,78.776887,288.387971
12.97839,77.604902,928,109.274503,288.730796
12.979182,77.602505,928,274.249611,193.070196
12.977906,77.602201,924,145.658166,193.893281
12.976732,77.601903,922.5,134.476997,201.803493
12.976637,77.601864,920,11.377422,209.271998
12.976524,77.601799,920,14.40434,272.050878
12.976568,77.600538,926,136.723522,272.771356
12.976593,77.600008,926,57.49551,272.060677
12.976616,77.599352,926,71.127013,177.35891
12.976447,77.59936,926,18.811925,149.8491
12.975578,77.599878,925,111.747096,186.617185
12.975452,77.599863,923.8,14.104522,195.7514
12.974533,77.599597,922,106.175148,194.566659
12.974038,77.599465,919,56.869516,190.849839
12.973616,77.599382,919,47.778349,187.402964
12.973376,77.59935,919,26.9111,185.806127
12.973261,77.599338,914,12.853356,196.182371
12.972989,77.599257,914,31.492779,204.119614
12.972841,77.599189,914,18.031062,214.087002
12.972769,77.599139,912.7,9.666934,225.247306
12.972598,77.598962,912,27.00714,218.51798
12.972336,77.598748,913,37.2349,216.621484
12.972041,77.598523,913,40.8706,218.383583
12.971357,77.597967,913,97.027731,241.594282
12.97124,77.597745,913,27.348051,164.853598
12.971204,77.597755,913,4.147081,252.599766
12.971153,77.597588,911.3,18.963504,266.937769
12.971131,77.597166,911.2,45.792293,272.171909
12.971148,77.596706,911.2,49.880325,276.448004
12.971173,77.596479,911.3,24.753758,283.812639
12.971242,77.596191,911,32.136303,293.336736
12.971625,77.59528,911,107.508574,293.100575
12.971694,77.595114,912,19.555313,290.755539
12.971848,77.594697,912,48.320973,290.755539
